datetime,water_level_ft
10/8/2024 6:00:00,1.69
10/8/2024 6:15:00,1.69
10/8/2024 6:30:00,1.7
10/8/2024 6:45:00,1.69
10/8/2024 7:00:00,1.69
10/8/2024 7:15:00,1.7
10/8/2024 7:30:00,1.7
10/8/2024 7:45:00,1.7
10/8/2024 8:00:00,1.7
10/8/2024 8:15:00,1.7
10/8/2024 8:30:00,1.7
10/8/2024 8:45:00,1.7
10/8/2024 9:00:00,1.71
10/8/2024 9:15:00,1.71
10/8/2024 9:30:00,1.71
10/8/2024 9:45:00,1.7
10/8/2024 10:00:00,1.7
10/8/2024 10:15:00,1.7
10/8/2024 10:30:00,1.7
10/8/2024 10:45:00,1.7
10/8/2024 11:00:00,1.7
10/8/2024 11:15:00,1.7
10/8/2024 11:30:00,1.7
10/8/2024 11:45:00,1.7
10/8/2024 12:00:00,1.69
10/8/2024 12:15:00,1.69
10/8/2024 12:30:00,1.69
10/8/2024 12:45:00,1.69
10/8/2024 13:00:00,1.69
10/8/2024 13:15:00,1.69
10/8/2024 13:30:00,1.68
10/8/2024 13:45:00,1.68
10/8/2024 14:00:00,1.68
10/8/2024 14:15:00,1.68
10/8/2024 14:30:00,1.68
10/8/2024 14:45:00,1.67
10/8/2024 15:00:00,1.68
10/8/2024 15:15:00,1.67
10/8/2024 15:30:00,1.68
10/8/2024 15:45:00,1.68
10/8/2024 16:00:00,1.68
10/8/2024 16:15:00,1.67
10/8/2024 16:30:00,1.68
10/8/2024 16:45:00,1.67
10/8/2024 17:00:00,1.67
10/8/2024 17:15:00,1.67
10/8/2024 17:30:00,1.67
10/8/2024 17:45:00,1.67
10/8/2024 18:00:00,1.67
10/8/2024 18:15:00,1.67
10/8/2024 18:30:00,1.67
10/8/2024 18:45:00,1.67
10/8/2024 19:00:00,1.67
10/8/2024 19:15:00,1.67
10/8/2024 19:30:00,1.67
10/8/2024 19:45:00,1.67
10/8/2024 20:00:00,1.67
10/8/2024 20:15:00,1.67
10/8/2024 20:30:00,1.67
10/8/2024 20:45:00,1.67
10/8/2024 21:00:00,1.67
10/8/2024 21:15:00,1.67
10/8/2024 21:30:00,1.67
10/8/2024 21:45:00,1.67
10/8/2024 22:00:00,1.68
10/8/2024 22:15:00,1.68
10/8/2024 22:30:00,1.68
10/8/2024 22:45:00,1.68
10/8/2024 23:00:00,1.68
10/8/2024 23:15:00,1.68
10/8/2024 23:30:00,1.68
10/8/2024 23:45:00,1.68
10/9/2024 0:00:00,1.68
10/9/2024 0:15:00,1.68
10/9/2024 0:30:00,1.68
10/9/2024 0:45:00,1.68
10/9/2024 1:00:00,1.68
10/9/2024 1:15:00,1.69
10/9/2024 1:30:00,1.7
10/9/2024 1:45:00,1.7
10/9/2024 2:00:00,1.7
10/9/2024 2:15:00,1.7
10/9/2024 2:30:00,1.7
10/9/2024 2:45:00,1.69
10/9/2024 3:00:00,1.69
10/9/2024 3:15:00,1.69
10/9/2024 3:30:00,1.69
10/9/2024 3:45:00,1.69
10/9/2024 4:00:00,1.69
10/9/2024 4:15:00,1.7
10/9/2024 4:30:00,1.69
10/9/2024 4:45:00,1.69
10/9/2024 5:00:00,1.7
10/9/2024 5:15:00,1.69
10/9/2024 5:30:00,1.69
10/9/2024 5:45:00,1.69
10/9/2024 6:00:00,1.69
10/9/2024 6:15:00,1.69
10/9/2024 6:30:00,1.69
10/9/2024 6:45:00,1.69
10/9/2024 7:00:00,1.69
10/9/2024 7:15:00,1.69
10/9/2024 7:30:00,1.69
10/9/2024 7:45:00,1.69
10/9/2024 8:00:00,1.69
10/9/2024 8:15:00,1.69
10/9/2024 8:30:00,1.7
10/9/2024 8:45:00,1.7
10/9/2024 9:00:00,1.71
10/9/2024 9:15:00,1.71
10/9/2024 9:30:00,1.71
10/9/2024 9:45:00,1.71
10/9/2024 10:00:00,1.72
10/9/2024 10:15:00,1.71
10/9/2024 10:30:00,1.71
10/9/2024 10:45:00,1.71
10/9/2024 11:00:00,1.71
10/9/2024 11:15:00,1.71
10/9/2024 11:30:00,1.7
10/9/2024 11:45:00,1.7
10/9/2024 12:00:00,1.7
10/9/2024 12:15:00,1.69
10/9/2024 12:30:00,1.69
10/9/2024 12:45:00,1.69
10/9/2024 13:00:00,1.69
10/9/2024 13:15:00,1.68
10/9/2024 13:30:00,1.68
10/9/2024 13:45:00,1.68
10/9/2024 14:00:00,1.68
10/9/2024 14:15:00,1.67
10/9/2024 14:30:00,1.68
10/9/2024 14:45:00,1.68
10/9/2024 15:00:00,1.67
10/9/2024 15:15:00,1.67
10/9/2024 15:30:00,1.67
10/9/2024 15:45:00,1.67
10/9/2024 16:00:00,1.67
10/9/2024 16:15:00,1.68
10/9/2024 16:30:00,1.67
10/9/2024 16:45:00,1.67
10/9/2024 17:00:00,1.67
10/9/2024 17:15:00,1.67
10/9/2024 17:30:00,1.67
10/9/2024 17:45:00,1.67
10/9/2024 18:00:00,1.67
10/9/2024 18:15:00,1.67
10/9/2024 18:30:00,1.67
10/9/2024 18:45:00,1.68
10/9/2024 19:00:00,1.67
10/9/2024 19:15:00,1.67
10/9/2024 19:30:00,1.68
10/9/2024 19:45:00,1.67
10/9/2024 20:00:00,1.68
10/9/2024 20:15:00,1.68
10/9/2024 20:30:00,1.68
10/9/2024 20:45:00,1.68
10/9/2024 21:00:00,1.68
10/9/2024 21:15:00,1.68
10/9/2024 21:30:00,1.68
10/9/2024 21:45:00,1.68
10/9/2024 22:00:00,1.68
10/9/2024 22:15:00,1.68
10/9/2024 22:30:00,1.68
10/9/2024 22:45:00,1.68
10/9/2024 23:00:00,1.68
10/9/2024 23:15:00,1.68
10/9/2024 23:30:00,1.68
10/9/2024 23:45:00,1.68
10/10/2024 0:00:00,1.68
10/10/2024 0:15:00,1.68
10/10/2024 0:30:00,1.68
10/10/2024 0:45:00,1.69
10/10/2024 1:00:00,1.68
10/10/2024 1:15:00,1.68
10/10/2024 1:30:00,1.68
10/10/2024 1:45:00,1.68
10/10/2024 2:00:00,1.68
10/10/2024 2:15:00,1.69
10/10/2024 2:30:00,1.68
10/10/2024 2:45:00,1.69
10/10/2024 3:00:00,1.69
10/10/2024 3:15:00,1.69
10/10/2024 3:30:00,1.69
10/10/2024 3:45:00,1.69
10/10/2024 4:00:00,1.69
10/10/2024 4:15:00,1.69
10/10/2024 4:30:00,1.69
10/10/2024 4:45:00,1.69
10/10/2024 5:00:00,1.69
10/10/2024 5:15:00,1.69
10/10/2024 5:30:00,1.69
10/10/2024 5:45:00,1.69
10/10/2024 6:00:00,1.69
10/10/2024 6:15:00,1.69
10/10/2024 6:30:00,1.69
10/10/2024 6:45:00,1.68
10/10/2024 7:00:00,1.69
10/10/2024 7:15:00,1.69
10/10/2024 7:30:00,1.69
10/10/2024 7:45:00,1.69
10/10/2024 8:00:00,1.68
10/10/2024 8:15:00,1.69
10/10/2024 8:30:00,1.69
10/10/2024 8:45:00,1.69
10/10/2024 9:00:00,1.69
10/10/2024 9:15:00,1.69
10/10/2024 9:30:00,1.69
10/10/2024 9:45:00,1.68
10/10/2024 10:00:00,1.69
10/10/2024 10:15:00,1.69
10/10/2024 10:30:00,1.68
10/10/2024 10:45:00,1.69
10/10/2024 11:00:00,1.68
10/10/2024 11:15:00,1.68
10/10/2024 11:30:00,1.68
10/10/2024 11:45:00,1.68
10/10/2024 12:00:00,1.68
10/10/2024 12:15:00,1.67
10/10/2024 12:30:00,1.67
10/10/2024 12:45:00,1.67
10/10/2024 13:00:00,1.67
10/10/2024 13:15:00,1.67
10/10/2024 13:30:00,1.67
10/10/2024 13:45:00,1.67
10/10/2024 14:00:00,1.67
10/10/2024 14:15:00,1.67
10/10/2024 14:30:00,1.66
10/10/2024 14:45:00,1.66
10/10/2024 15:00:00,1.67
10/10/2024 15:15:00,1.67
10/10/2024 15:30:00,1.66
10/10/2024 15:45:00,1.66
10/10/2024 16:00:00,1.67
10/10/2024 16:15:00,1.67
10/10/2024 16:30:00,1.67
10/10/2024 16:45:00,1.67
10/10/2024 17:00:00,1.66
10/10/2024 17:15:00,1.66
10/10/2024 17:30:00,1.67
10/10/2024 17:45:00,1.66
10/10/2024 18:00:00,1.66
10/10/2024 18:15:00,1.67
10/10/2024 18:30:00,1.67
10/10/2024 18:45:00,1.67
10/10/2024 19:00:00,1.66
10/10/2024 19:15:00,1.67
10/10/2024 19:30:00,1.66
10/10/2024 19:45:00,1.66
10/10/2024 20:00:00,1.66
10/10/2024 20:15:00,1.67
10/10/2024 20:30:00,1.67
10/10/2024 20:45:00,1.67
10/10/2024 21:00:00,1.67
10/10/2024 21:15:00,1.67
10/10/2024 21:30:00,1.67
10/10/2024 21:45:00,1.67
10/10/2024 22:00:00,1.67
10/10/2024 22:15:00,1.68
10/10/2024 22:30:00,1.68
10/10/2024 22:45:00,1.68
10/10/2024 23:00:00,1.68
10/10/2024 23:15:00,1.68
10/10/2024 23:30:00,1.68
10/10/2024 23:45:00,1.68
10/11/2024 0:00:00,1.68
10/11/2024 0:15:00,1.68
10/11/2024 0:30:00,1.68
10/11/2024 0:45:00,1.68
10/11/2024 1:00:00,1.68
10/11/2024 1:15:00,1.68
10/11/2024 1:30:00,1.68
10/11/2024 1:45:00,1.68
10/11/2024 2:00:00,1.68
10/11/2024 2:15:00,1.68
10/11/2024 2:30:00,1.69
10/11/2024 2:45:00,1.68
10/11/2024 3:00:00,1.69
10/11/2024 3:15:00,1.69
10/11/2024 3:30:00,1.69
10/11/2024 3:45:00,1.69
10/11/2024 4:00:00,1.69
10/11/2024 4:15:00,1.69
10/11/2024 4:30:00,1.7
10/11/2024 4:45:00,1.7
10/11/2024 5:00:00,1.7
10/11/2024 5:15:00,1.69
10/11/2024 5:30:00,1.69
10/11/2024 5:45:00,1.69
10/11/2024 6:00:00,1.69
10/11/2024 6:15:00,1.69
10/11/2024 6:30:00,1.69
10/11/2024 6:45:00,1.7
10/11/2024 7:00:00,1.69
10/11/2024 7:15:00,1.7
10/11/2024 7:30:00,1.7
10/11/2024 7:45:00,1.7
10/11/2024 8:00:00,1.69
10/11/2024 8:15:00,1.7
10/11/2024 8:30:00,1.69
10/11/2024 8:45:00,1.7
10/11/2024 9:00:00,1.7
10/11/2024 9:15:00,1.69
10/11/2024 9:30:00,1.69
10/11/2024 9:45:00,1.69
10/11/2024 10:00:00,1.69
10/11/2024 10:15:00,1.7
10/11/2024 10:30:00,1.69
10/11/2024 10:45:00,1.7
10/11/2024 11:00:00,1.7
10/11/2024 11:15:00,1.69
10/11/2024 11:30:00,1.69
10/11/2024 11:45:00,1.69
10/11/2024 12:00:00,1.69
10/11/2024 12:15:00,1.69
10/11/2024 12:30:00,1.68
10/11/2024 12:45:00,1.68
10/11/2024 13:00:00,1.68
10/11/2024 13:15:00,1.68
10/11/2024 13:30:00,1.67
10/11/2024 13:45:00,1.67
10/11/2024 14:00:00,1.67
10/11/2024 14:15:00,1.67
10/11/2024 14:30:00,1.67
10/11/2024 14:45:00,1.67
10/11/2024 15:00:00,1.67
10/11/2024 15:15:00,1.67
10/11/2024 15:30:00,1.67
10/11/2024 15:45:00,1.67
10/11/2024 16:00:00,1.66
10/11/2024 16:15:00,1.67
10/11/2024 16:30:00,1.67
10/11/2024 16:45:00,1.67
10/11/2024 17:00:00,1.66
10/11/2024 17:15:00,1.67
10/11/2024 17:30:00,1.67
10/11/2024 17:45:00,1.66
10/11/2024 18:00:00,1.66
10/11/2024 18:15:00,1.66
10/11/2024 18:30:00,1.66
10/11/2024 18:45:00,1.67
10/11/2024 19:00:00,1.66
10/11/2024 19:15:00,1.66
10/11/2024 19:30:00,1.66
10/11/2024 19:45:00,1.66
10/11/2024 20:00:00,1.67
10/11/2024 20:15:00,1.67
10/11/2024 20:30:00,1.66
10/11/2024 20:45:00,1.67
10/11/2024 21:00:00,1.67
10/11/2024 21:15:00,1.67
10/11/2024 21:30:00,1.67
10/11/2024 21:45:00,1.67
10/11/2024 22:00:00,1.67
10/11/2024 22:15:00,1.68
10/11/2024 22:30:00,1.68
10/11/2024 22:45:00,1.68
10/11/2024 23:00:00,1.68
10/11/2024 23:15:00,1.68
10/11/2024 23:30:00,1.68
10/11/2024 23:45:00,1.68
10/12/2024 0:00:00,1.68
10/12/2024 0:15:00,1.68
10/12/2024 0:30:00,1.68
10/12/2024 0:45:00,1.68
10/12/2024 1:00:00,1.68
10/12/2024 1:15:00,1.68
10/12/2024 1:30:00,1.68
10/12/2024 1:45:00,1.68
10/12/2024 2:00:00,1.68
10/12/2024 2:15:00,1.68
10/12/2024 2:30:00,1.68
10/12/2024 2:45:00,1.68
10/12/2024 3:00:00,1.68
10/12/2024 3:15:00,1.68
10/12/2024 3:30:00,1.69
10/12/2024 3:45:00,1.69
10/12/2024 4:00:00,1.69
10/12/2024 4:15:00,1.69
10/12/2024 4:30:00,1.69
10/12/2024 4:45:00,1.69
10/12/2024 5:00:00,1.69
10/12/2024 5:15:00,1.69
10/12/2024 5:30:00,1.69
10/12/2024 5:45:00,1.69
10/12/2024 6:00:00,1.69
10/12/2024 6:15:00,1.69
10/12/2024 6:30:00,1.69
10/12/2024 6:45:00,1.69
10/12/2024 7:00:00,1.69
10/12/2024 7:15:00,1.69
10/12/2024 7:30:00,1.69
10/12/2024 7:45:00,1.69
10/12/2024 8:00:00,1.69
10/12/2024 8:15:00,1.69
10/12/2024 8:30:00,1.69
10/12/2024 8:45:00,1.69
10/12/2024 9:00:00,1.69
10/12/2024 9:15:00,1.69
10/12/2024 9:30:00,1.69
10/12/2024 9:45:00,1.68
10/12/2024 10:00:00,1.69
10/12/2024 10:15:00,1.68
10/12/2024 10:30:00,1.69
10/12/2024 10:45:00,1.69
10/12/2024 11:00:00,1.68
10/12/2024 11:15:00,1.68
10/12/2024 11:30:00,1.68
10/12/2024 11:45:00,1.68
10/12/2024 12:00:00,1.68
10/12/2024 12:15:00,1.68
10/12/2024 12:30:00,1.67
10/12/2024 12:45:00,1.68
10/12/2024 13:00:00,1.67
10/12/2024 13:15:00,1.67
10/12/2024 13:30:00,1.67
10/12/2024 13:45:00,1.67
10/12/2024 14:00:00,1.67
10/12/2024 14:15:00,1.67
10/12/2024 14:30:00,1.67
10/12/2024 14:45:00,1.66
10/12/2024 15:00:00,1.66
10/12/2024 15:15:00,1.66
10/12/2024 15:30:00,1.67
10/12/2024 15:45:00,1.66
10/12/2024 16:00:00,1.67
10/12/2024 16:15:00,1.66
10/12/2024 16:30:00,1.67
10/12/2024 16:45:00,1.67
10/12/2024 17:00:00,1.66
10/12/2024 17:15:00,1.66
10/12/2024 17:30:00,1.67
10/12/2024 17:45:00,1.66
10/12/2024 18:00:00,1.66
10/12/2024 18:15:00,1.66
10/12/2024 18:30:00,1.66
10/12/2024 18:45:00,1.67
10/12/2024 19:00:00,1.67
10/12/2024 19:15:00,1.67
10/12/2024 19:30:00,1.67
10/12/2024 19:45:00,1.67
10/12/2024 20:00:00,1.67
10/12/2024 20:15:00,1.67
10/12/2024 20:30:00,1.67
10/12/2024 20:45:00,1.67
10/12/2024 21:00:00,1.67
10/12/2024 21:15:00,1.67
10/12/2024 21:30:00,1.67
10/12/2024 21:45:00,1.67
10/12/2024 22:00:00,1.67
10/12/2024 22:15:00,1.67
10/12/2024 22:30:00,1.67
10/12/2024 22:45:00,1.67
10/12/2024 23:00:00,1.68
10/12/2024 23:15:00,1.68
10/12/2024 23:30:00,1.68
10/12/2024 23:45:00,1.68
10/13/2024 0:00:00,1.68
10/13/2024 0:15:00,1.68
10/13/2024 0:30:00,1.68
10/13/2024 0:45:00,1.68
10/13/2024 1:00:00,1.68
10/13/2024 1:15:00,1.68
10/13/2024 1:30:00,1.68
10/13/2024 1:45:00,1.68
10/13/2024 2:00:00,1.68
10/13/2024 2:15:00,1.68
10/13/2024 2:30:00,1.68
10/13/2024 2:45:00,1.68
10/13/2024 3:00:00,1.68
10/13/2024 3:15:00,1.69
10/13/2024 3:30:00,1.68
10/13/2024 3:45:00,1.69
10/13/2024 4:00:00,1.69
10/13/2024 4:15:00,1.69
10/13/2024 4:30:00,1.69
10/13/2024 4:45:00,1.69
10/13/2024 5:00:00,1.69
10/13/2024 5:15:00,1.69
10/13/2024 5:30:00,1.69
10/13/2024 5:45:00,1.69
10/13/2024 6:00:00,1.69
10/13/2024 6:15:00,1.69
10/13/2024 6:30:00,1.69
10/13/2024 6:45:00,1.69
10/13/2024 7:00:00,1.69
10/13/2024 7:15:00,1.69
10/13/2024 7:30:00,1.69
10/13/2024 7:45:00,1.69
10/13/2024 8:00:00,1.69
10/13/2024 8:15:00,1.69
10/13/2024 8:30:00,1.69
10/13/2024 8:45:00,1.69
10/13/2024 9:00:00,1.69
10/13/2024 9:15:00,1.69
10/13/2024 9:30:00,1.69
10/13/2024 9:45:00,1.69
10/13/2024 10:00:00,1.69
10/13/2024 10:15:00,1.68
10/13/2024 10:30:00,1.68
10/13/2024 10:45:00,1.68
10/13/2024 11:00:00,1.68
10/13/2024 11:15:00,1.68
10/13/2024 11:30:00,1.68
10/13/2024 11:45:00,1.68
10/13/2024 12:00:00,1.68
10/13/2024 12:15:00,1.68
10/13/2024 12:30:00,1.68
10/13/2024 12:45:00,1.68
10/13/2024 13:00:00,1.67
10/13/2024 13:15:00,1.67
10/13/2024 13:30:00,1.67
10/13/2024 13:45:00,1.67
10/13/2024 14:00:00,1.67
10/13/2024 14:15:00,1.67
10/13/2024 14:30:00,1.67
10/13/2024 14:45:00,1.67
10/13/2024 15:00:00,1.67
10/13/2024 15:15:00,1.67
10/13/2024 15:30:00,1.67
10/13/2024 15:45:00,1.67
10/13/2024 16:00:00,1.67
10/13/2024 16:15:00,1.67
10/13/2024 16:30:00,1.67
10/13/2024 16:45:00,1.67
10/13/2024 17:00:00,1.67
10/13/2024 17:15:00,1.67
10/13/2024 17:30:00,1.67
10/13/2024 17:45:00,1.67
10/13/2024 18:00:00,1.67
10/13/2024 18:15:00,1.67
10/13/2024 18:30:00,1.67
10/13/2024 18:45:00,1.67
10/13/2024 19:00:00,1.67
10/13/2024 19:15:00,1.67
10/13/2024 19:30:00,1.68
10/13/2024 19:45:00,1.67
10/13/2024 20:00:00,1.67
10/13/2024 20:15:00,1.67
10/13/2024 20:30:00,1.68
10/13/2024 20:45:00,1.68
10/13/2024 21:00:00,1.68
10/13/2024 21:15:00,1.68
10/13/2024 21:30:00,1.68
10/13/2024 21:45:00,1.68
10/13/2024 22:00:00,1.68
10/13/2024 22:15:00,1.68
10/13/2024 22:30:00,1.68
10/13/2024 22:45:00,1.68
10/13/2024 23:00:00,1.68
10/13/2024 23:15:00,1.68
10/13/2024 23:30:00,1.68
10/13/2024 23:45:00,1.68
10/14/2024 0:00:00,1.69
10/14/2024 0:15:00,1.69
10/14/2024 0:30:00,1.69
10/14/2024 0:45:00,1.69
10/14/2024 1:00:00,1.69
10/14/2024 1:15:00,1.69
10/14/2024 1:30:00,1.69
10/14/2024 1:45:00,1.69
10/14/2024 2:00:00,1.69
10/14/2024 2:15:00,1.69
10/14/2024 2:30:00,1.69
10/14/2024 2:45:00,1.69
10/14/2024 3:00:00,1.69
10/14/2024 3:15:00,1.69
10/14/2024 3:30:00,1.69
10/14/2024 3:45:00,1.69
10/14/2024 4:00:00,1.7
10/14/2024 4:15:00,1.7
10/14/2024 4:30:00,1.7
10/14/2024 4:45:00,1.7
10/14/2024 5:00:00,1.7
10/14/2024 5:15:00,1.7
10/14/2024 5:30:00,1.69
10/14/2024 5:45:00,1.7
10/14/2024 6:00:00,1.7
10/14/2024 6:15:00,1.7
10/14/2024 6:30:00,1.7
10/14/2024 6:45:00,1.7
10/14/2024 7:00:00,1.7
10/14/2024 7:15:00,1.69
10/14/2024 7:30:00,1.7
10/14/2024 7:45:00,1.69
10/14/2024 8:00:00,1.7
10/14/2024 8:15:00,1.7
10/14/2024 8:30:00,1.7
10/14/2024 8:45:00,1.7
10/14/2024 9:00:00,1.7
10/14/2024 9:15:00,1.7
10/14/2024 9:30:00,1.7
10/14/2024 9:45:00,1.7
10/14/2024 10:00:00,1.7
10/14/2024 10:15:00,1.7
10/14/2024 10:30:00,1.7
10/14/2024 10:45:00,1.69
10/14/2024 11:00:00,1.7
10/14/2024 11:15:00,1.69
10/14/2024 11:30:00,1.69
10/14/2024 11:45:00,1.69
10/14/2024 12:00:00,1.68
10/14/2024 12:15:00,1.68
10/14/2024 12:30:00,1.68
10/14/2024 12:45:00,1.68
10/14/2024 13:00:00,1.68
10/14/2024 13:15:00,1.68
10/14/2024 13:30:00,1.68
