datetime,Tryptophan RFU,CDOM RFU,Temperature
7/1/24 5:57,92.6,2110.8,22.91
7/1/24 6:02,90.8,2104.4,22.88
7/1/24 6:07,91.5,2102.1,22.87
7/1/24 6:12,92.3,2101.6,22.86
7/1/24 6:17,91.7,2109.3,22.83
7/1/24 6:22,91.3,2104.7,22.78
7/1/24 6:27,91,2105.5,22.76
7/1/24 6:32,90.1,2101.5,22.73
7/1/24 6:37,91.3,2104.8,22.69
7/1/24 6:42,90.6,2103.1,22.68
7/1/24 6:47,90.6,2102.1,22.66
7/1/24 6:52,91.8,2108.8,22.63
7/1/24 6:57,90.5,2103.9,22.58
7/1/24 7:02,91.8,2105.8,22.55
7/1/24 7:07,91.9,2101.4,22.53
7/1/24 7:12,90.6,2101.9,22.5
7/1/24 7:17,91.9,2100.3,22.49
7/1/24 7:22,90.4,2097.8,22.46
7/1/24 7:27,90.2,2100.1,22.44
7/1/24 7:32,91.9,2099.6,22.42
7/1/24 7:37,92.3,2096.3,22.39
7/1/24 7:42,91.1,2098.6,22.36
7/1/24 7:47,90.7,2097.5,22.34
7/1/24 7:52,90.5,2099,22.33
7/1/24 7:57,91.4,2099.8,22.29
7/1/24 8:02,90.3,2096.7,22.26
7/1/24 8:07,91.7,2098.8,22.24
7/1/24 8:12,91.7,2095.5,22.23
7/1/24 8:17,92.3,2092.8,22.21
7/1/24 8:22,91.1,2092.2,22.19
7/1/24 8:27,90.7,2091.3,22.18
7/1/24 8:32,90.5,2090.4,22.17
7/1/24 8:37,91.3,2093,22.15
7/1/24 8:42,91.2,2091.4,22.13
7/1/24 8:47,92.2,2090.7,22.11
7/1/24 8:52,91.9,2092.2,22.09
7/1/24 8:57,90.6,2089.8,22.07
7/1/24 9:02,93.2,2094.2,22.05
7/1/24 9:07,91.7,2088.4,22.04
7/1/24 9:12,92.4,2087.9,22.04
7/1/24 9:17,91.9,2084,22.03
7/1/24 9:22,91.8,2083.1,22.03
7/1/24 9:27,91.2,2077.1,22.03
7/1/24 9:32,92.3,2073.8,22.04
7/1/24 9:37,91.9,2072.8,22.05
7/1/24 9:42,91.5,2069.7,22.06
7/1/24 9:47,90.4,2067.9,22.07
7/1/24 9:52,91.4,2065.1,22.08
7/1/24 9:57,90.6,2065.3,22.09
7/1/24 10:02,91.6,2065,22.1
7/1/24 10:07,92,2060.5,22.12
7/1/24 10:12,90.6,2054.3,22.13
7/1/24 10:17,89.9,2051,22.15
7/1/24 10:22,92.9,2051.6,22.16
7/1/24 10:27,91.4,2046.9,22.18
7/1/24 10:32,89.7,2048,22.2
7/1/24 10:37,91.2,2044,22.21
7/1/24 10:42,91.5,2044.2,22.23
7/1/24 10:47,91.5,2045.7,22.25
7/1/24 10:52,93.1,2044.4,22.27
7/1/24 10:57,90.8,2046.5,22.3
7/1/24 11:02,90,2045.7,22.32
7/1/24 11:07,91.4,2041.1,22.35
7/1/24 11:12,91.2,2035.6,22.39
7/1/24 11:17,91.8,2034.7,22.42
7/1/24 11:22,90,2033,22.46
7/1/24 11:27,89.4,2030.5,22.5
7/1/24 11:32,90.5,2027,22.54
7/1/24 11:37,91.8,2022.4,22.58
7/1/24 11:42,89.9,2017.4,22.63
7/1/24 11:47,89.4,2014.7,22.66
7/1/24 11:52,90,2012.7,22.7
7/1/24 11:57,89.3,2006.1,22.73
7/1/24 12:02,92.5,2006.2,22.79
7/1/24 12:07,89.3,2004.5,22.86
7/1/24 12:12,90,1998.6,22.9
7/1/24 12:17,89,1991.1,22.97
7/1/24 12:22,89.5,1993.3,23.06
7/1/24 12:27,90.9,1984.3,23.13
7/1/24 12:32,89.2,1979.7,23.17
7/1/24 12:37,89.3,1977.8,23.23
7/1/24 12:42,88.8,1976.1,23.3
7/1/24 12:47,90,1970.1,23.36
7/1/24 12:52,88.7,1965.4,23.41
7/1/24 12:57,90.4,1960.6,23.49
7/1/24 13:02,88.5,1954.5,23.55
7/1/24 13:07,90,1951.5,23.65
7/1/24 13:12,89.5,1943.7,23.7
7/1/24 13:17,90.1,1947,23.75
7/1/24 13:22,88.2,1937.6,23.8
7/1/24 13:27,90.2,1937.2,23.87
7/1/24 13:32,87.7,1932.8,23.93
7/1/24 13:37,88.9,1927.5,23.98
7/1/24 13:42,88.8,1924,24.04
7/1/24 13:47,88.7,1925.6,24.11
7/1/24 13:52,88.4,1916.2,24.18
7/1/24 13:57,89.7,1913.1,24.23
7/1/24 14:02,87.8,1911.4,24.28
7/1/24 14:07,89.6,1907,24.3
7/1/24 14:12,89,1904.5,24.35
7/1/24 14:17,87.6,1905.7,24.4
7/1/24 14:22,87.8,1907.2,24.46
7/1/24 14:27,88.9,1907.2,24.51
7/1/24 14:32,87.1,1903.3,24.56
7/1/24 14:37,88.4,1903.9,24.6
7/1/24 14:42,88.4,1895.2,24.65
7/1/24 14:47,88.4,1896.7,24.69
7/1/24 14:52,88.5,1897,24.73
7/1/24 14:57,89,1889.5,24.77
7/1/24 15:02,87.7,1889.8,24.8
7/1/24 15:07,87.9,1889.1,24.83
7/1/24 15:12,89,1889.5,24.86
7/1/24 15:17,87.7,1887.3,24.89
7/1/24 15:22,87.6,1889.2,24.92
7/1/24 15:27,87.8,1882.6,24.95
7/1/24 15:32,86.8,1879.6,24.98
7/1/24 15:37,86.3,1879.5,25
7/1/24 15:42,87.5,1874.6,25.01
7/1/24 15:47,86.5,1872,25.04
7/1/24 15:52,86.3,1870.9,25.05
7/1/24 15:57,86.5,1867.6,25.07
7/1/24 16:02,87.4,1856.4,25.09
7/1/24 16:07,86.9,1863.4,25.11
7/1/24 16:12,87,1861.2,25.13
7/1/24 16:17,85.6,1863.2,25.13
7/1/24 16:22,87.2,1859.2,25.14
7/1/24 16:27,86.2,1863.6,25.15
7/1/24 16:32,86.8,1862.5,25.16
7/1/24 16:37,86.1,1862.6,25.17
7/1/24 16:42,87.8,1862.1,25.17
7/1/24 16:47,87.3,1863,25.19
7/1/24 16:52,87.5,1863.5,25.19
7/1/24 16:57,87.2,1865,25.18
7/1/24 17:02,86.1,1864.4,25.19
7/1/24 17:07,87.7,1864.4,25.2
7/1/24 17:12,87.3,1858.9,25.21
7/1/24 17:17,87,1860.8,25.22
7/1/24 17:22,87.1,1854.9,25.24
7/1/24 17:27,86.2,1859.6,25.26
7/1/24 17:32,86.9,1859.3,25.27
7/1/24 17:37,86.4,1861.6,25.28
7/1/24 17:42,87.2,1862.5,25.3
7/1/24 17:47,88.1,1862.5,25.32
7/1/24 17:52,87.7,1865,25.33
7/1/24 17:57,87.2,1866.9,25.35
7/1/24 18:02,86.1,1866.9,25.36
7/1/24 18:07,86.7,1866,25.38
7/1/24 18:12,87.2,1863.6,25.39
7/1/24 18:17,86.5,1863.4,25.41
7/1/24 18:22,86.9,1863.1,25.42
7/1/24 18:27,86,1862.3,25.43
7/1/24 18:32,87.9,1862.6,25.44
7/1/24 18:37,87,1872.3,25.45
7/1/24 18:42,87.8,1874.7,25.45
7/1/24 18:47,87,1868.7,25.46
7/1/24 18:52,87.3,1871.2,25.47
7/1/24 18:57,87.6,1866.7,25.47
7/1/24 19:02,87.3,1873.2,25.47
7/1/24 19:07,88.6,1871.4,25.47
7/1/24 19:12,86.8,1869.4,25.47
7/1/24 19:17,86.9,1869.2,25.46
7/1/24 19:22,87,1869.9,25.46
7/1/24 19:27,86.7,1870,25.46
7/1/24 19:32,87.7,1866.1,25.46
7/1/24 19:37,88.6,1868.9,25.45
7/1/24 19:42,87.1,1870.1,25.44
7/1/24 19:47,86.8,1870,25.43
7/1/24 19:52,87.9,1867.8,25.43
7/1/24 19:57,88.9,1865.9,25.42
7/1/24 20:02,87.5,1866.9,25.41
7/1/24 20:07,86.7,1866.8,25.4
7/1/24 20:12,85.5,1864.8,25.39
7/1/24 20:17,88.4,1865.3,25.38
7/1/24 20:22,88.7,1867.8,25.37
7/1/24 20:27,88,1866.5,25.36
7/1/24 20:32,86.5,1865.7,25.35
7/1/24 20:37,89.2,1867.9,25.34
7/1/24 20:42,87.7,1865.3,25.33
7/1/24 20:47,87,1863.5,25.32
7/1/24 20:52,88.9,1865.2,25.3
7/1/24 20:57,87.7,1866.5,25.29
7/1/24 21:02,87.8,1868,25.28
7/1/24 21:07,87.3,1864.7,25.27
7/1/24 21:12,86.7,1861.1,25.26
7/1/24 21:17,88.6,1869.8,25.25
7/1/24 21:22,87,1867.1,25.24
7/1/24 21:27,87.9,1866.6,25.23
7/1/24 21:32,88.8,1867.5,25.22
7/1/24 21:37,86.4,1869.1,25.21
7/1/24 21:42,88.3,1868.6,25.2
7/1/24 21:47,88.4,1863.8,25.19
7/1/24 21:52,89.4,1866.3,25.19
7/1/24 21:57,87.3,1867.5,25.18
7/1/24 22:02,88.1,1870.4,25.17
7/1/24 22:07,88.3,1865.9,25.17
7/1/24 22:12,88.3,1869.2,25.16
7/1/24 22:17,87.4,1864.1,25.16
7/1/24 22:22,86.8,1868.3,25.15
7/1/24 22:27,88.6,1872.7,25.14
7/1/24 22:32,89.6,1870.5,25.13
7/1/24 22:37,88.6,1871.5,25.12
7/1/24 22:42,88.3,1871.4,25.11
7/1/24 22:47,86.4,1871,25.11
7/1/24 22:52,89,1872.4,25.1
7/1/24 22:57,88.5,1873.2,25.09
7/1/24 23:02,88.3,1870.4,25.08
7/1/24 23:07,89.4,1875.9,25.07
7/1/24 23:12,87.6,1877.2,25.06
7/1/24 23:17,87.9,1879.3,25.04
7/1/24 23:22,89.1,1878.1,25.04
7/1/24 23:27,88.5,1883.3,25.02
7/1/24 23:32,87.9,1881,25.01
7/1/24 23:37,88.1,1885.1,24.99
7/1/24 23:42,90,1883.5,24.98
7/1/24 23:47,87.3,1887.3,24.96
7/1/24 23:52,87.9,1887.5,24.93
7/1/24 23:57,89.2,1885.3,24.92
7/2/24 0:02,90.3,1885.8,24.9
7/2/24 0:07,87.2,1888.6,24.88
7/2/24 0:12,88.3,1889.4,24.86
7/2/24 0:17,88.7,1889.4,24.84
7/2/24 0:22,89.1,1889,24.82
7/2/24 0:27,88,1892.6,24.79
7/2/24 0:32,87.6,1892,24.77
7/2/24 0:37,87.7,1893.3,24.74
7/2/24 0:42,90.3,1893,24.72
7/2/24 0:47,88.8,1895.1,24.7
7/2/24 0:52,88,1897,24.68
7/2/24 0:57,88.5,1897.4,24.64
7/2/24 1:02,88.3,1893.6,24.63
7/2/24 1:07,88.9,1897.8,24.6
7/2/24 1:12,89.1,1897.6,24.57
7/2/24 1:17,90,1897.3,24.56
7/2/24 1:22,89.5,1899.2,24.54
7/2/24 1:27,89.7,1902.2,24.51
7/2/24 1:32,88.4,1904.2,24.48
7/2/24 1:37,89.5,1902.8,24.46
7/2/24 1:42,90.6,1903.7,24.43
7/2/24 1:47,90.7,1902.8,24.41
7/2/24 1:52,88.6,1905.1,24.39
7/2/24 1:57,88.6,1906.3,24.35
7/2/24 2:02,88.7,1907.6,24.33
7/2/24 2:07,89.7,1903.9,24.31
7/2/24 2:12,89.7,1906,24.27
7/2/24 2:17,88.7,1911,24.23
7/2/24 2:22,91.5,1912.2,24.22
7/2/24 2:27,90.2,1912.5,24.19
7/2/24 2:32,89.7,1916.1,24.16
7/2/24 2:37,89.4,1916.2,24.13
7/2/24 2:42,88.4,1916.9,24.09
7/2/24 2:47,90.5,1916.3,24.06
7/2/24 2:52,89.7,1917.3,24.03
7/2/24 2:57,91.7,1915.2,24
7/2/24 3:02,90.4,1915.6,23.98
7/2/24 3:07,88.6,1915.7,23.96
7/2/24 3:12,88.2,1916.4,23.93
7/2/24 3:17,89.9,1915.5,23.9
7/2/24 3:22,89.9,1918.9,23.87
7/2/24 3:27,89.2,1921.6,23.84
7/2/24 3:32,89.9,1919.5,23.82
7/2/24 3:37,89,1921.7,23.77
7/2/24 3:42,90.2,1922,23.73
7/2/24 3:47,90.2,1920.7,23.7
7/2/24 3:52,90,1921.8,23.67
7/2/24 3:57,89.9,1921.9,23.64
7/2/24 4:02,90,1920.5,23.6
7/2/24 4:07,89.4,1923.1,23.57
7/2/24 4:12,90.3,1927.1,23.52
7/2/24 4:17,90.3,1926.5,23.48
7/2/24 4:22,89.8,1928.1,23.45
7/2/24 4:27,90.2,1927.8,23.41
7/2/24 4:32,90.4,1926.1,23.39
7/2/24 4:37,89.4,1928.5,23.35
7/2/24 4:42,89.7,1929.6,23.31
7/2/24 4:47,90,1927.7,23.28
7/2/24 4:52,90.2,1925.8,23.24
7/2/24 4:57,89.9,1925.5,23.21
7/2/24 5:02,89.2,1925,23.18
7/2/24 5:07,90.5,1926.5,23.12
7/2/24 5:12,90.3,1923.5,23.11
7/2/24 5:17,90.9,1925,23.07
7/2/24 5:22,90.4,1921.3,23.05
7/2/24 5:27,89.4,1931.3,23.01
7/2/24 5:32,88.6,1927,22.96
7/2/24 5:37,90.5,1926.1,22.94
7/2/24 5:42,91.3,1926.3,22.91
7/2/24 5:47,89.5,1929,22.87
7/2/24 5:52,91.7,1926.6,22.83
7/2/24 5:57,90.9,1928.1,22.79
7/2/24 6:02,92.2,1924.1,22.76
7/2/24 6:07,89.7,1923.6,22.73
7/2/24 6:12,90.7,1925.9,22.68
7/2/24 6:17,90.9,1924.2,22.66
7/2/24 6:22,90,1922.6,22.64
7/2/24 6:27,89,1924.9,22.61
7/2/24 6:32,90.6,1927.8,22.58
7/2/24 6:37,91,1924.8,22.54
7/2/24 6:42,91,1923.9,22.51
7/2/24 6:47,90.4,1925.5,22.47
7/2/24 6:52,91.9,1922.6,22.45
7/2/24 6:57,91.2,1926.3,22.43
7/2/24 7:02,90,1925,22.38
7/2/24 7:07,91.1,1925.4,22.35
7/2/24 7:12,91.7,1924.9,22.33
7/2/24 7:17,91.6,1925,22.3
7/2/24 7:22,91.2,1921,22.27
7/2/24 7:27,92,1923.8,22.24
7/2/24 7:32,90.6,1923.1,22.21
7/2/24 7:37,91.2,1920.7,22.2
7/2/24 7:42,90.8,1918.4,22.19
7/2/24 7:47,90.7,1921,22.17
7/2/24 7:52,90.9,1921.5,22.14
7/2/24 7:57,90,1920.6,22.11
7/2/24 8:02,91.6,1919.1,22.1
7/2/24 8:07,91,1923.8,22.07
7/2/24 8:12,91.3,1916.2,22.05
7/2/24 8:17,91.3,1918.9,22.04
7/2/24 8:22,91.1,1920.8,22.01
7/2/24 8:27,91.5,1920.5,21.99
7/2/24 8:32,91.8,1920.3,21.97
7/2/24 8:37,90.9,1920.3,21.95
7/2/24 8:42,89,1923,21.94
7/2/24 8:47,91.9,1921,21.91
7/2/24 8:52,91.9,1920.4,21.88
7/2/24 8:57,92.1,1915.9,21.88
7/2/24 9:02,91.3,1917.1,21.87
7/2/24 9:07,92.2,1914.3,21.86
7/2/24 9:12,92.6,1914.6,21.85
7/2/24 9:17,90.7,1908.9,21.85
7/2/24 9:22,90.9,1906.8,21.85
7/2/24 9:27,90.4,1907.5,21.85
7/2/24 9:32,91.9,1905.4,21.85
7/2/24 9:37,91,1905.8,21.85
7/2/24 9:42,91.6,1902.8,21.86
7/2/24 9:47,91.8,1898.9,21.87
7/2/24 9:52,90.1,1892.6,21.88
7/2/24 9:57,91,1893.2,21.88
7/2/24 10:02,92.1,1894.6,21.9
7/2/24 10:07,92,1888.9,21.91
7/2/24 10:12,91.4,1887.4,21.92
7/2/24 10:17,91.9,1885.4,21.93
7/2/24 10:22,92.9,1884.6,21.95
7/2/24 10:27,92,1881.5,21.96
7/2/24 10:32,91.6,1876.9,21.98
7/2/24 10:37,90.8,1874.9,21.99
7/2/24 10:42,91.8,1872.4,22.01
7/2/24 10:47,91.2,1873.4,22.03
7/2/24 10:52,92.3,1873.2,22.05
7/2/24 10:57,91.6,1876.1,22.07
7/2/24 11:02,91.3,1878.4,22.1
7/2/24 11:07,90.7,1874.1,22.13
7/2/24 11:12,91,1872,22.17
7/2/24 11:17,90.9,1869.3,22.2
7/2/24 11:22,91.3,1870.9,22.24
7/2/24 11:27,91.8,1864.1,22.27
7/2/24 11:32,90.1,1860,22.32
7/2/24 11:37,91.5,1854.4,22.36
7/2/24 11:42,90.7,1851.8,22.4
7/2/24 11:47,91.7,1845.3,22.44
7/2/24 11:52,91.4,1851.4,22.5
7/2/24 11:57,90.8,1842.9,22.55
7/2/24 12:02,89.8,1839.4,22.6
7/2/24 12:07,91.3,1835.3,22.66
7/2/24 12:12,91.9,1833.3,22.73
7/2/24 12:17,91.2,1837.4,22.79
7/2/24 12:22,90.7,1825.2,22.85
7/2/24 12:27,89.6,1821.2,22.92
7/2/24 12:32,90.8,1817.6,23.01
7/2/24 12:37,90.2,1806.4,23.08
7/2/24 12:42,91.4,1805.8,23.12
7/2/24 12:47,90.3,1802.7,23.22
7/2/24 12:52,90.2,1794.7,23.28
7/2/24 12:57,90.9,1791.4,23.36
7/2/24 13:02,90.7,1785.9,23.43
7/2/24 13:07,90.7,1782,23.49
7/2/24 13:12,91.5,1779.3,23.57
7/2/24 13:17,90.9,1772.8,23.64
7/2/24 13:22,90.2,1772.3,23.71
7/2/24 13:27,89.3,1774.4,23.75
7/2/24 13:32,90.2,1763.4,23.81
7/2/24 13:37,90.2,1762.1,23.89
7/2/24 13:42,89.3,1761.4,23.95
7/2/24 13:47,88.4,1758.6,24.02
7/2/24 13:52,88.6,1751.5,24.07
7/2/24 13:57,88.9,1751,24.13
7/2/24 14:02,87.6,1753.6,24.19
7/2/24 14:07,88.3,1748.1,24.24
7/2/24 14:12,89.3,1748,24.31
7/2/24 14:17,87.3,1743.6,24.36
7/2/24 14:22,89.6,1741.2,24.41
7/2/24 14:27,88.6,1739,24.46
7/2/24 14:32,88.2,1738,24.51
7/2/24 14:37,87.5,1733.4,24.57
7/2/24 14:42,87.8,1731.9,24.62
7/2/24 14:47,87.3,1731.6,24.66
7/2/24 14:52,87.6,1729.4,24.71
7/2/24 14:57,88.3,1726.6,24.75
7/2/24 15:02,88.3,1728.2,24.79
7/2/24 15:07,86.9,1724.7,24.84
7/2/24 15:12,88.7,1724.5,24.88
7/2/24 15:17,87.9,1720.6,24.92
7/2/24 15:22,86.8,1722.2,24.96
7/2/24 15:27,88.1,1716,25.01
7/2/24 15:32,87.6,1714.4,25.04
7/2/24 15:37,86.2,1714.7,25.07
7/2/24 15:42,88,1710.1,25.1
7/2/24 15:47,86.8,1706.4,25.13
7/2/24 15:52,85.5,1700.9,25.16
7/2/24 15:57,85.5,1694.3,25.2
7/2/24 16:02,86.4,1693.3,25.23
7/2/24 16:07,87.2,1682.4,25.26
7/2/24 16:12,85.6,1678.6,25.29
7/2/24 16:17,85.4,1674.3,25.31
7/2/24 16:22,88.4,1674.9,25.33
7/2/24 16:27,86.7,1668.9,25.35
7/2/24 16:32,86.1,1667.8,25.37
7/2/24 16:37,85.7,1668.9,25.38
7/2/24 16:42,86.7,1671.8,25.4
7/2/24 16:47,87.4,1686.8,25.42
7/2/24 16:52,86.1,1692.2,25.43
7/2/24 16:57,87.5,1698.4,25.45
7/2/24 17:02,87.4,1694.6,25.47
7/2/24 17:07,87.6,1709.2,25.49
7/2/24 17:12,88.7,1712.3,25.51
7/2/24 17:17,86.8,1715.6,25.54
7/2/24 17:22,87.4,1723.2,25.57
7/2/24 17:27,87.4,1719.5,25.59
7/2/24 17:32,87.8,1723.2,25.61
7/2/24 17:37,86.3,1719.2,25.63
7/2/24 17:42,89.3,1720.3,25.65
7/2/24 17:47,87.3,1719.7,25.68
7/2/24 17:52,87.8,1727.1,25.7
7/2/24 17:57,86.6,1728.8,25.74
7/2/24 18:02,87.6,1728.2,25.76
7/2/24 18:07,87.5,1726.8,25.79
7/2/24 18:12,87.7,1727.1,25.82
7/2/24 18:17,87.8,1727.3,25.84
7/2/24 18:22,89.3,1723.9,25.86
7/2/24 18:27,89.3,1723.4,25.89
7/2/24 18:32,89.4,1719.4,25.9
7/2/24 18:37,87.9,1721.7,25.93
7/2/24 18:42,87.1,1719.8,25.94
7/2/24 18:47,87.8,1717.7,25.96
7/2/24 18:52,87.7,1715.5,25.98
7/2/24 18:57,86.1,1714.6,25.99
7/2/24 19:02,87,1711.1,26.01
7/2/24 19:07,87.8,1713.5,26.02
7/2/24 19:12,88.1,1713.7,26.03
7/2/24 19:17,86.3,1712,26.04
7/2/24 19:22,88.3,1713.5,26.05
7/2/24 19:27,87.5,1713.8,26.06
7/2/24 19:32,88.6,1718.9,26.02
7/2/24 19:37,87.8,1716.9,26.04
7/2/24 19:42,89,1716,26.05
7/2/24 19:47,87.9,1713.8,26.07
7/2/24 19:52,89.3,1712.4,26.07
7/2/24 19:57,91.4,1715.7,26.08
7/2/24 20:02,89.3,1716.4,26.08
7/2/24 20:07,88.9,1716.2,26.08
7/2/24 20:12,87.5,1719.4,26.07
7/2/24 20:17,87.4,1721.9,26.07
7/2/24 20:22,88.4,1720.1,26.07
7/2/24 20:27,87.7,1723.9,26.06
7/2/24 20:32,89,1724.3,26.06
7/2/24 20:37,88.5,1721.2,26.06
7/2/24 20:42,88.2,1727.2,26.05
7/2/24 20:47,87.9,1724.9,26.04
7/2/24 20:52,88.2,1729.6,26.02
7/2/24 20:57,87.6,1729.7,26
7/2/24 21:02,90.5,1726.8,25.99
7/2/24 21:07,88.6,1729.4,25.98
7/2/24 21:12,90.6,1728.1,25.97
7/2/24 21:17,88.3,1729.9,25.96
7/2/24 21:22,88.1,1730.8,25.95
7/2/24 21:27,88.1,1730.1,25.94
7/2/24 21:32,88,1732.8,25.93
7/2/24 21:37,88.3,1727.3,25.91
7/2/24 21:42,86.9,1727.7,25.89
7/2/24 21:47,87.9,1729.1,25.87
7/2/24 21:52,89.3,1732.8,25.85
7/2/24 21:57,89.6,1731.5,25.83
7/2/24 22:02,89.3,1733.6,25.82
7/2/24 22:07,89.7,1730.8,25.8
7/2/24 22:12,88.8,1736.1,25.79
7/2/24 22:17,88.3,1734.3,25.78
7/2/24 22:22,88.9,1736.9,25.76
7/2/24 22:27,88.5,1737.4,25.74
7/2/24 22:32,89.8,1738.7,25.73
7/2/24 22:37,90.3,1741.8,25.7
7/2/24 22:42,90.1,1741,25.68
7/2/24 22:47,91,1740.7,25.67
7/2/24 22:52,89.2,1741,25.65
7/2/24 22:57,89.6,1744.7,25.63
7/2/24 23:02,89.1,1738.4,25.61
7/2/24 23:07,89,1740.7,25.59
7/2/24 23:12,89.1,1751.7,25.56
7/2/24 23:17,88.6,1754.8,25.54
7/2/24 23:22,89.8,1752.2,25.53
7/2/24 23:27,89.2,1756.4,25.51
7/2/24 23:32,89.9,1757,25.48
7/2/24 23:37,89.4,1758.5,25.45
7/2/24 23:42,90,1755.3,25.42
7/2/24 23:47,90.4,1756.8,25.4
7/2/24 23:52,90.1,1759.7,25.37
7/2/24 23:57,90.1,1759,25.36
7/3/24 0:02,89.2,1756.9,25.33
7/3/24 0:07,90,1764.1,25.3
7/3/24 0:12,88.4,1763.9,25.26
7/3/24 0:17,91.6,1767.1,25.23
7/3/24 0:22,89.4,1763.8,25.21
7/3/24 0:27,88.7,1768,25.19
7/3/24 0:32,88.9,1768.9,25.16
7/3/24 0:37,88.9,1768.4,25.13
7/3/24 0:42,89.7,1766.9,25.09
7/3/24 0:47,90.8,1770.5,25.06
7/3/24 0:52,89.9,1774.9,25.03
7/3/24 0:57,92,1771.5,25
7/3/24 1:02,89.4,1770.2,24.96
7/3/24 1:07,89.6,1770.9,24.93
7/3/24 1:12,89.1,1770.2,24.9
7/3/24 1:17,90.4,1766.7,24.87
7/3/24 1:22,90.4,1768.7,24.85
7/3/24 1:27,90.1,1770,24.81
7/3/24 1:32,91.4,1769.9,24.77
7/3/24 1:37,89.8,1771.6,24.74
7/3/24 1:42,88.7,1772.1,24.7
7/3/24 1:47,89,1773.6,24.65
7/3/24 1:52,90.9,1774,24.6
7/3/24 1:57,91.1,1773.4,24.57
7/3/24 2:02,91.6,1776.1,24.53
7/3/24 2:07,91.8,1776.4,24.48
7/3/24 2:12,91,1773.8,24.44
7/3/24 2:17,89.4,1775.6,24.4
7/3/24 2:22,89.9,1773.4,24.37
7/3/24 2:27,89.6,1776.8,24.33
7/3/24 2:32,91.3,1777.3,24.27
7/3/24 2:37,89.4,1779.2,24.21
7/3/24 2:42,90.3,1774.1,24.17
7/3/24 2:47,90.5,1775.7,24.13
7/3/24 2:52,91.3,1776.8,24.1
7/3/24 2:57,89.9,1775.3,24.06
7/3/24 3:02,89.6,1772.2,24.01
7/3/24 3:07,88.8,1774.3,23.97
7/3/24 3:12,91.1,1773.2,23.93
7/3/24 3:17,90.1,1775.7,23.89
7/3/24 3:22,91.2,1774.8,23.83
7/3/24 3:27,90.7,1774.5,23.8
