Time America/Tijuana UTC-08:00,Temperature
11/1/2024 6:59:30,14.84
11/1/2024 7:04:30,14.83
11/1/2024 7:09:30,14.81
11/1/2024 7:14:30,14.8
11/1/2024 7:19:30,14.8
11/1/2024 7:24:30,14.79
11/1/2024 7:29:30,14.78
11/1/2024 7:34:30,14.77
11/1/2024 7:39:30,14.75
11/1/2024 7:44:30,14.75
11/1/2024 7:49:30,14.73
11/1/2024 7:54:30,14.72
11/1/2024 7:59:30,14.71
11/1/2024 8:04:30,14.7
11/1/2024 8:09:30,14.68
11/1/2024 8:14:30,14.68
11/1/2024 8:19:30,14.66
11/1/2024 8:24:30,14.65
11/1/2024 8:29:30,14.64
11/1/2024 8:34:30,14.63
11/1/2024 8:39:30,14.63
11/1/2024 8:44:30,14.62
11/1/2024 8:49:30,14.62
11/1/2024 8:54:30,14.61
11/1/2024 8:59:30,14.61
11/1/2024 9:04:30,14.61
11/1/2024 9:09:30,14.6
11/1/2024 9:14:30,14.6
11/1/2024 9:19:30,14.6
11/1/2024 9:24:30,14.6
11/1/2024 9:29:30,14.6
11/1/2024 9:34:30,14.6
11/1/2024 9:39:30,14.6
11/1/2024 9:44:30,14.61
11/1/2024 9:49:30,14.61
11/1/2024 9:54:30,14.63
11/1/2024 9:59:30,14.64
11/1/2024 10:04:30,14.65
11/1/2024 10:09:30,14.65
11/1/2024 10:14:30,14.67
11/1/2024 10:19:30,14.68
11/1/2024 10:24:30,14.7
11/1/2024 10:29:30,14.71
11/1/2024 10:34:30,14.72
11/1/2024 10:39:30,14.74
11/1/2024 10:44:30,14.75
11/1/2024 10:49:30,14.77
11/1/2024 10:54:30,14.78
11/1/2024 10:59:30,14.8
11/1/2024 11:04:30,14.82
11/1/2024 11:09:30,14.84
11/1/2024 11:14:30,14.86
11/1/2024 11:19:30,14.89
11/1/2024 11:24:30,14.91
11/1/2024 11:29:30,14.94
11/1/2024 11:34:30,14.97
11/1/2024 11:39:30,15
11/1/2024 11:44:30,15.04
11/1/2024 11:49:30,15.07
11/1/2024 11:54:30,15.1
11/1/2024 11:59:30,15.14
11/1/2024 12:04:30,15.17
11/1/2024 12:09:30,15.2
11/1/2024 12:14:30,15.23
11/1/2024 12:19:30,15.25
11/1/2024 12:24:30,15.27
11/1/2024 12:29:30,15.3
11/1/2024 12:34:30,15.32
11/1/2024 12:39:30,15.34
11/1/2024 12:44:30,15.35
11/1/2024 12:49:30,15.35
11/1/2024 12:54:30,15.36
11/1/2024 12:59:30,15.36
11/1/2024 13:04:30,15.37
11/1/2024 13:09:30,15.39
11/1/2024 13:14:30,15.39
11/1/2024 13:19:30,15.4
11/1/2024 13:24:30,15.41
11/1/2024 13:29:30,15.41
11/1/2024 13:34:30,15.42
11/1/2024 13:39:30,15.42
11/1/2024 13:44:30,15.43
11/1/2024 13:49:30,15.42
11/1/2024 13:54:30,15.43
11/1/2024 13:59:30,15.43
11/1/2024 14:04:30,15.44
11/1/2024 14:09:30,15.45
11/1/2024 14:14:30,15.44
11/1/2024 14:19:30,15.45
11/1/2024 14:24:30,15.46
11/1/2024 14:29:30,15.47
11/1/2024 14:34:30,15.47
11/1/2024 14:39:30,15.48
11/1/2024 14:44:30,15.5
11/1/2024 14:49:30,15.5
11/1/2024 14:54:30,15.51
11/1/2024 14:59:30,15.53
11/1/2024 15:04:30,15.54
11/1/2024 15:09:30,15.54
11/1/2024 15:14:30,15.55
11/1/2024 15:19:30,15.56
11/1/2024 15:24:30,15.58
11/1/2024 15:29:30,15.59
11/1/2024 15:34:30,15.6
11/1/2024 15:39:30,15.62
11/1/2024 15:44:30,15.63
11/1/2024 15:49:30,15.65
11/1/2024 15:54:30,15.67
11/1/2024 15:59:30,15.68
11/1/2024 16:04:30,15.7
11/1/2024 16:09:30,15.72
11/1/2024 16:14:30,15.75
11/1/2024 16:19:30,15.76
11/1/2024 16:24:30,15.79
11/1/2024 16:29:30,15.81
11/1/2024 16:34:30,15.84
11/1/2024 16:39:30,15.86
11/1/2024 16:44:30,15.88
11/1/2024 16:49:30,15.91
11/1/2024 16:54:30,15.93
11/1/2024 16:59:30,15.95
11/1/2024 17:04:30,15.98
11/1/2024 17:09:30,16
11/1/2024 17:14:30,16.02
11/1/2024 17:19:30,16.04
11/1/2024 17:24:30,16.06
11/1/2024 17:29:30,16.07
11/1/2024 17:34:30,16.09
11/1/2024 17:39:30,16.11
11/1/2024 17:44:30,16.13
11/1/2024 17:49:30,16.14
11/1/2024 17:54:30,16.16
11/1/2024 17:59:30,16.17
11/1/2024 18:04:30,16.19
11/1/2024 18:09:30,16.2
11/1/2024 18:14:30,16.21
11/1/2024 18:19:30,16.23
11/1/2024 18:24:30,16.24
11/1/2024 18:29:30,16.25
11/1/2024 18:34:30,16.26
11/1/2024 18:39:30,16.27
11/1/2024 18:44:30,16.28
11/1/2024 18:49:30,16.28
11/1/2024 18:54:30,16.29
11/1/2024 18:59:30,16.3
11/1/2024 19:04:30,16.3
11/1/2024 19:09:30,16.31
11/1/2024 19:14:30,16.31
11/1/2024 19:19:30,16.32
11/1/2024 19:24:30,16.32
11/1/2024 19:29:30,16.32
11/1/2024 19:34:30,16.33
11/1/2024 19:39:30,16.33
11/1/2024 19:44:30,16.33
11/1/2024 19:49:30,16.33
11/1/2024 19:54:30,16.33
11/1/2024 19:59:30,16.33
11/1/2024 20:04:30,16.33
11/1/2024 20:09:30,16.33
11/1/2024 20:14:30,16.33
11/1/2024 20:19:30,16.32
11/1/2024 20:24:30,16.32
11/1/2024 20:29:30,16.32
11/1/2024 20:34:30,16.31
11/1/2024 20:39:30,16.31
11/1/2024 20:44:30,16.31
11/1/2024 20:49:30,16.3
11/1/2024 20:54:30,16.3
11/1/2024 20:59:30,16.3
11/1/2024 21:04:30,16.29
11/1/2024 21:09:30,16.29
11/1/2024 21:14:30,16.29
11/1/2024 21:19:30,16.28
11/1/2024 21:24:30,16.28
11/1/2024 21:29:30,16.27
11/1/2024 21:34:30,16.27
11/1/2024 21:39:30,16.26
11/1/2024 21:44:30,16.26
11/1/2024 21:49:30,16.25
11/1/2024 21:54:30,16.25
11/1/2024 21:59:30,16.25
11/1/2024 22:04:30,16.24
11/1/2024 22:09:30,16.24
11/1/2024 22:14:30,16.24
11/1/2024 22:19:30,16.25
11/1/2024 22:24:30,16.24
11/1/2024 22:29:30,16.24
11/1/2024 22:34:30,16.24
11/1/2024 22:39:30,16.25
11/1/2024 22:44:30,16.24
11/1/2024 22:49:30,16.25
11/1/2024 22:54:30,16.24
11/1/2024 22:59:30,16.24
11/1/2024 23:04:30,16.25
11/1/2024 23:09:30,16.24
11/1/2024 23:14:30,16.24
11/1/2024 23:19:30,16.24
11/1/2024 23:24:30,16.24
11/1/2024 23:29:30,16.24
11/1/2024 23:34:30,16.24
11/1/2024 23:39:30,16.24
11/1/2024 23:44:30,16.24
11/1/2024 23:49:30,16.23
11/1/2024 23:54:30,16.23
11/1/2024 23:59:30,16.23
11/2/2024 0:04:30,16.23
11/2/2024 0:09:30,16.22
11/2/2024 0:14:30,16.22
11/2/2024 0:19:30,16.22
11/2/2024 0:24:30,16.21
11/2/2024 0:29:30,16.21
11/2/2024 0:34:30,16.2
11/2/2024 0:39:30,16.2
11/2/2024 0:44:30,16.19
11/2/2024 0:49:30,16.18
11/2/2024 0:54:30,16.18
11/2/2024 0:59:30,16.17
11/2/2024 1:04:30,16.16
11/2/2024 1:09:30,16.15
11/2/2024 1:14:30,16.15
11/2/2024 1:19:30,16.14
11/2/2024 1:24:30,16.13
11/2/2024 1:29:30,16.11
11/2/2024 1:34:30,16.1
11/2/2024 1:39:30,16.1
11/2/2024 1:44:30,16.09
11/2/2024 1:49:30,16.07
11/2/2024 1:54:30,16.07
11/2/2024 1:59:30,16.06
11/2/2024 2:04:30,16.04
11/2/2024 2:09:30,16.03
11/2/2024 2:14:30,16.01
11/2/2024 2:19:30,16
11/2/2024 2:24:30,15.98
11/2/2024 2:29:30,15.98
11/2/2024 2:34:30,15.97
11/2/2024 2:39:30,15.96
11/2/2024 2:44:30,15.95
11/2/2024 2:49:30,15.94
11/2/2024 2:54:30,15.93
11/2/2024 2:59:30,15.92
11/2/2024 3:04:30,15.91
11/2/2024 3:09:30,15.89
11/2/2024 3:14:30,15.88
11/2/2024 3:19:30,15.86
11/2/2024 3:24:30,15.86
11/2/2024 3:29:30,15.85
11/2/2024 3:34:30,15.84
11/2/2024 3:39:30,15.83
11/2/2024 3:44:30,15.82
11/2/2024 3:49:30,15.8
11/2/2024 3:54:30,15.8
11/2/2024 3:59:30,15.78
11/2/2024 4:04:30,15.76
11/2/2024 4:09:30,15.75
11/2/2024 4:14:30,15.74
11/2/2024 4:19:30,15.73
11/2/2024 4:24:30,15.71
11/2/2024 4:29:30,15.7
11/2/2024 4:34:30,15.68
11/2/2024 4:39:30,15.67
11/2/2024 4:44:30,15.66
11/2/2024 4:49:30,15.65
11/2/2024 4:54:30,15.63
11/2/2024 4:59:30,15.62
11/2/2024 5:04:30,15.61
11/2/2024 5:09:30,15.58
11/2/2024 5:14:30,15.56
11/2/2024 5:19:30,15.55
11/2/2024 5:24:30,15.54
11/2/2024 5:29:30,15.53
11/2/2024 5:34:30,15.51
11/2/2024 5:39:30,15.49
11/2/2024 5:44:30,15.48
11/2/2024 5:49:30,15.47
11/2/2024 5:54:30,15.45
11/2/2024 5:59:30,15.44
11/2/2024 6:04:30,15.42
11/2/2024 6:09:30,15.4
11/2/2024 6:14:30,15.39
11/2/2024 6:19:30,15.38
11/2/2024 6:24:30,15.37
11/2/2024 6:29:30,15.35
11/2/2024 6:34:30,15.35
11/2/2024 6:39:30,15.32
11/2/2024 6:44:30,15.31
11/2/2024 6:49:30,15.3
11/2/2024 6:54:30,15.29
11/2/2024 6:59:30,15.27
11/2/2024 7:04:30,15.27
11/2/2024 7:09:30,15.25
11/2/2024 7:14:30,15.23
11/2/2024 7:19:30,15.22
11/2/2024 7:24:30,15.21
11/2/2024 7:29:30,15.19
11/2/2024 7:34:30,15.18
11/2/2024 7:39:30,15.17
11/2/2024 7:44:30,15.15
11/2/2024 7:49:30,15.14
11/2/2024 7:54:30,15.13
11/2/2024 7:59:30,15.11
11/2/2024 8:04:30,15.11
11/2/2024 8:09:30,15.09
11/2/2024 8:14:30,15.09
11/2/2024 8:19:30,15.08
11/2/2024 8:24:30,15.08
11/2/2024 8:29:30,15.07
11/2/2024 8:34:30,15.07
11/2/2024 8:39:30,15.06
11/2/2024 8:44:30,15.06
11/2/2024 8:49:30,15.06
11/2/2024 8:54:30,15.06
11/2/2024 8:59:30,15.06
11/2/2024 9:04:30,15.07
11/2/2024 9:09:30,15.07
11/2/2024 9:14:30,15.07
11/2/2024 9:19:30,15.08
11/2/2024 9:24:30,15.09
11/2/2024 9:29:30,15.09
11/2/2024 9:34:30,15.1
11/2/2024 9:39:30,15.11
11/2/2024 9:44:30,15.12
11/2/2024 9:49:30,15.14
11/2/2024 9:54:30,15.15
11/2/2024 9:59:30,15.17
11/2/2024 10:04:30,15.19
11/2/2024 10:09:30,15.21
11/2/2024 10:14:30,15.23
11/2/2024 10:19:30,15.25
11/2/2024 10:24:30,15.27
11/2/2024 10:29:30,15.29
11/2/2024 10:34:30,15.3
11/2/2024 10:39:30,15.32
11/2/2024 10:44:30,15.33
11/2/2024 10:49:30,15.34
11/2/2024 10:54:30,15.36
11/2/2024 10:59:30,15.38
11/2/2024 11:04:30,15.39
11/2/2024 11:09:30,15.41
11/2/2024 11:14:30,15.43
11/2/2024 11:19:30,15.45
11/2/2024 11:24:30,15.46
11/2/2024 11:29:30,15.47
11/2/2024 11:34:30,15.49
11/2/2024 11:39:30,15.51
11/2/2024 11:44:30,15.53
11/2/2024 11:49:30,15.55
11/2/2024 11:54:30,15.57
11/2/2024 11:59:30,15.58
11/2/2024 12:04:30,15.59
11/2/2024 12:09:30,15.6
11/2/2024 12:14:30,15.6
11/2/2024 12:19:30,15.61
11/2/2024 12:24:30,15.63
11/2/2024 12:29:30,15.65
11/2/2024 12:34:30,15.66
11/2/2024 12:39:30,15.68
11/2/2024 12:44:30,15.7
11/2/2024 12:49:30,15.72
11/2/2024 12:54:30,15.73
11/2/2024 12:59:30,15.75
11/2/2024 13:04:30,15.77
11/2/2024 13:09:30,15.79
11/2/2024 13:14:30,15.81
11/2/2024 13:19:30,15.82
11/2/2024 13:24:30,15.84
11/2/2024 13:29:30,15.85
11/2/2024 13:34:30,15.86
11/2/2024 13:39:30,15.88
11/2/2024 13:44:30,15.89
11/2/2024 13:49:30,15.9
11/2/2024 13:54:30,15.91
11/2/2024 13:59:30,15.93
11/2/2024 14:04:30,15.94
11/2/2024 14:09:30,15.95
11/2/2024 14:14:30,15.96
11/2/2024 14:19:30,15.97
11/2/2024 14:24:30,15.98
11/2/2024 14:29:30,15.99
11/2/2024 14:39:30,16.02
11/2/2024 14:44:30,16.04
11/2/2024 14:49:30,16.06
11/2/2024 14:54:30,16.07
11/2/2024 14:59:30,16.09
11/2/2024 15:04:30,16.1
11/2/2024 15:09:30,16.11
11/2/2024 15:14:30,16.13
11/2/2024 15:19:30,16.15
11/2/2024 15:24:30,16.16
11/2/2024 15:29:30,16.18
11/2/2024 15:34:30,16.2
11/2/2024 15:39:30,16.22
11/2/2024 15:44:30,16.24
11/2/2024 15:49:30,16.26
11/2/2024 15:54:30,16.27
11/2/2024 15:59:30,16.29
11/2/2024 16:04:30,16.31
11/2/2024 16:09:30,16.34
11/2/2024 16:14:30,16.37
11/2/2024 16:19:30,16.39
11/2/2024 16:24:30,16.42
11/2/2024 16:29:30,16.45
11/2/2024 16:34:30,16.47
11/2/2024 16:39:30,16.51
11/2/2024 16:44:30,16.54
11/2/2024 16:49:30,16.56
11/2/2024 16:54:30,16.58
11/2/2024 16:59:30,16.61
11/2/2024 17:04:30,16.64
11/2/2024 17:09:30,16.66
11/2/2024 17:14:30,16.68
11/2/2024 17:19:30,16.71
11/2/2024 17:24:30,16.73
11/2/2024 17:29:30,16.75
11/2/2024 17:34:30,16.77
11/2/2024 17:39:30,16.79
11/2/2024 17:44:30,16.81
11/2/2024 17:49:30,16.83
11/2/2024 17:54:30,16.85
11/2/2024 17:59:30,16.86
11/2/2024 18:04:30,16.88
11/2/2024 18:09:30,16.9
11/2/2024 18:14:30,16.92
11/2/2024 18:19:30,16.94
11/2/2024 18:24:30,16.95
11/2/2024 18:29:30,16.97
11/2/2024 18:34:30,16.98
11/2/2024 18:39:30,17
11/2/2024 18:44:30,17.01
11/2/2024 18:49:30,17.03
11/2/2024 18:54:30,17.04
11/2/2024 18:59:30,17.05
11/2/2024 19:04:30,17.06
11/2/2024 19:09:30,17.07
11/2/2024 19:14:30,17.08
11/2/2024 19:19:30,17.09
11/2/2024 19:24:30,17.09
11/2/2024 19:29:30,17.1
11/2/2024 19:34:30,17.11
11/2/2024 19:39:30,17.12
11/2/2024 19:44:30,17.13
11/2/2024 19:49:30,17.14
11/2/2024 19:54:30,17.14
11/2/2024 19:59:30,17.15
11/2/2024 20:04:30,17.15
11/2/2024 20:09:30,17.15
11/2/2024 20:14:30,17.16
11/2/2024 20:19:30,17.16
11/2/2024 20:24:30,17.16
11/2/2024 20:29:30,17.16
11/2/2024 20:34:30,17.17
11/2/2024 20:39:30,17.17
11/2/2024 20:44:30,17.17
11/2/2024 20:49:30,17.17
11/2/2024 20:54:30,17.17
11/2/2024 20:59:30,17.17
11/2/2024 21:04:30,17.18
11/2/2024 21:09:30,17.17
11/2/2024 21:14:30,17.16
11/2/2024 21:19:30,17.18
11/2/2024 21:24:30,17.56
11/2/2024 21:29:30,17.89
11/2/2024 21:34:30,18.1
11/2/2024 21:39:30,18.22
11/2/2024 21:44:30,18.3
11/2/2024 21:49:30,18.34
11/2/2024 21:54:30,18.35
11/2/2024 21:59:30,18.34
11/2/2024 22:04:30,18.31
11/2/2024 22:09:30,18.12
11/2/2024 22:14:30,18.04
11/2/2024 22:19:30,18.11
11/2/2024 22:24:30,18.06
11/2/2024 22:29:30,18.07
11/2/2024 22:34:30,18.05
11/2/2024 22:39:30,17.98
11/2/2024 22:44:30,17.9
11/2/2024 22:49:30,17.86
11/2/2024 22:54:30,17.8
11/2/2024 22:59:30,17.74
11/2/2024 23:04:30,17.68
11/2/2024 23:09:30,17.63
11/2/2024 23:14:30,17.58
11/2/2024 23:19:30,17.55
11/2/2024 23:24:30,17.42
11/2/2024 23:29:30,17.06
11/2/2024 23:34:30,16.99
11/2/2024 23:39:30,17.12
11/2/2024 23:44:30,17.37
11/2/2024 23:49:30,17.54
11/2/2024 23:54:30,17.63
11/2/2024 23:59:30,17.72
11/3/2024 0:04:30,17.78
11/3/2024 0:09:30,17.83
11/3/2024 0:14:30,17.89
11/3/2024 0:19:30,17.93
11/3/2024 0:24:30,17.97
11/3/2024 0:29:30,18.01
11/3/2024 0:34:30,18.01
11/3/2024 0:39:30,18.02
11/3/2024 0:44:30,18.02
11/3/2024 0:49:30,18
11/3/2024 0:54:30,18
11/3/2024 0:59:30,17.99
11/3/2024 1:04:30,17.96
11/3/2024 1:09:30,17.99
11/3/2024 1:14:30,17.9
11/3/2024 1:19:30,17.96
11/3/2024 1:24:30,17.94
11/3/2024 1:29:30,17.91
11/3/2024 1:34:30,17.89
11/3/2024 1:39:30,17.83
11/3/2024 1:44:30,17.83
11/3/2024 1:49:30,17.81
11/3/2024 1:54:30,17.81
11/3/2024 1:59:30,17.79
11/3/2024 1:04:30,17.77
11/3/2024 1:09:30,17.75
11/3/2024 1:14:30,17.74
11/3/2024 1:19:30,17.72
11/3/2024 1:24:30,17.69
11/3/2024 1:29:30,17.68
11/3/2024 1:34:30,17.65
11/3/2024 1:39:30,17.64
11/3/2024 1:44:30,17.62
11/3/2024 1:49:30,17.61
11/3/2024 1:54:30,17.6
11/3/2024 1:59:30,17.58
11/3/2024 2:04:30,17.56
11/3/2024 2:09:30,17.54
11/3/2024 2:14:30,17.53
11/3/2024 2:19:30,17.5
11/3/2024 2:24:30,17.49
11/3/2024 2:29:30,17.48
11/3/2024 2:34:30,17.44
11/3/2024 2:39:30,17.43
11/3/2024 2:44:30,17.4
11/3/2024 2:49:30,17.38
11/3/2024 2:54:30,17.37
11/3/2024 2:59:30,17.32
11/3/2024 3:04:30,17.3
11/3/2024 3:09:30,17.3
11/3/2024 3:14:30,17.28
11/3/2024 3:19:30,17.24
11/3/2024 3:24:30,17.24
11/3/2024 3:29:30,17.22
11/3/2024 3:34:30,17.19
11/3/2024 3:39:30,17.15
11/3/2024 3:44:30,17.13
11/3/2024 3:49:30,17.12
11/3/2024 3:54:30,17.08
11/3/2024 3:59:30,17.06
11/3/2024 4:04:30,17.05
11/3/2024 4:09:30,17.03
11/3/2024 4:14:30,16.98
11/3/2024 4:19:30,16.97
11/3/2024 4:24:30,16.95
11/3/2024 4:29:30,16.92
11/3/2024 4:34:30,16.89
11/3/2024 4:39:30,16.86
11/3/2024 4:44:30,16.83
11/3/2024 4:49:30,16.81
11/3/2024 4:54:30,16.79
11/3/2024 4:59:30,16.78
11/3/2024 5:04:30,16.76
11/3/2024 5:09:30,16.73
11/3/2024 5:14:30,16.7
11/3/2024 5:19:30,16.69
11/3/2024 5:24:30,16.67
11/3/2024 5:29:30,16.66
11/3/2024 5:34:30,16.65
11/3/2024 5:39:30,16.62
11/3/2024 5:44:30,16.58
11/3/2024 5:49:30,16.56
11/3/2024 5:54:30,16.53
11/3/2024 5:59:30,16.51
11/3/2024 6:04:30,16.48
11/3/2024 6:09:30,16.46
11/3/2024 6:14:30,16.44
11/3/2024 6:19:30,16.42
11/3/2024 6:24:30,16.4
11/3/2024 6:29:30,16.39
11/3/2024 6:34:30,16.38
11/3/2024 6:39:30,16.37
11/3/2024 6:44:30,16.36
11/3/2024 6:49:30,16.35
11/3/2024 6:54:30,16.35
11/3/2024 6:59:30,16.34
11/3/2024 7:04:30,16.33
11/3/2024 7:09:30,16.32
11/3/2024 7:14:30,16.32
11/3/2024 7:19:30,16.31
11/3/2024 7:24:30,16.31
11/3/2024 7:29:30,16.3
11/3/2024 7:34:30,16.3
11/3/2024 7:39:30,16.3
11/3/2024 7:44:30,16.3
11/3/2024 7:49:30,16.3
11/3/2024 7:54:30,16.29
11/3/2024 7:59:30,16.29
11/3/2024 8:04:30,16.3
11/3/2024 8:09:30,16.29
11/3/2024 8:14:30,16.3
11/3/2024 8:19:30,16.3
11/3/2024 8:24:30,16.31
11/3/2024 8:29:30,16.31
11/3/2024 8:34:30,16.32
11/3/2024 8:39:30,16.33
11/3/2024 8:44:30,16.33
11/3/2024 8:49:30,16.34
11/3/2024 8:54:30,16.35
11/3/2024 8:59:30,16.36
11/3/2024 9:04:30,16.36
11/3/2024 9:09:30,16.37
11/3/2024 9:14:30,16.39
11/3/2024 9:19:30,16.41
11/3/2024 9:24:30,16.42
11/3/2024 9:29:30,16.43
11/3/2024 9:34:30,16.44
11/3/2024 9:39:30,16.45
11/3/2024 9:44:30,16.46
11/3/2024 9:49:30,16.48
11/3/2024 9:54:30,16.5
11/3/2024 9:59:30,16.52
11/3/2024 10:04:30,16.53
11/3/2024 10:09:30,16.55
11/3/2024 10:14:30,16.56
11/3/2024 10:19:30,16.59
11/3/2024 10:24:30,16.62
11/3/2024 10:29:30,16.64
11/3/2024 10:34:30,16.66
11/3/2024 10:39:30,16.69
11/3/2024 10:44:30,16.72
11/3/2024 10:49:30,16.74
11/3/2024 10:54:30,16.76
11/3/2024 10:59:30,16.78
11/3/2024 11:04:30,16.8
11/3/2024 11:09:30,16.81
11/3/2024 11:14:30,16.83
11/3/2024 11:19:30,16.85
11/3/2024 11:24:30,16.86
11/3/2024 11:29:30,16.88
11/3/2024 11:34:30,16.89
11/3/2024 11:39:30,16.91
11/3/2024 11:44:30,16.92
11/3/2024 11:49:30,16.95
11/3/2024 11:54:30,16.96
11/3/2024 11:59:30,16.98
11/3/2024 12:04:30,17.01
11/3/2024 12:09:30,17.03
11/3/2024 12:14:30,17.05
11/3/2024 12:19:30,17.08
11/3/2024 12:24:30,17.1
11/3/2024 12:29:30,17.13
11/3/2024 12:34:30,17.15
11/3/2024 12:39:30,17.17
11/3/2024 12:44:30,17.19
11/3/2024 12:49:30,17.21
11/3/2024 12:54:30,17.23
11/3/2024 12:59:30,17.25
11/3/2024 13:04:30,17.27
11/3/2024 13:09:30,17.29
11/3/2024 13:14:30,17.3
11/3/2024 13:19:30,17.32
11/3/2024 13:24:30,17.34
11/3/2024 13:29:30,17.36
11/3/2024 13:34:30,17.38
11/3/2024 13:39:30,17.4
11/3/2024 13:44:30,17.41
11/3/2024 13:49:30,17.43
11/3/2024 13:54:30,17.44
11/3/2024 13:59:30,17.46
11/3/2024 14:04:30,17.48
11/3/2024 14:09:30,17.48
11/3/2024 14:14:30,17.5
11/3/2024 14:19:30,17.51
11/3/2024 14:24:30,17.53
11/3/2024 14:29:30,17.53
11/3/2024 14:34:30,17.54
11/3/2024 14:39:30,17.55
11/3/2024 14:44:30,17.57
11/3/2024 14:49:30,17.58
11/3/2024 14:54:30,17.6
11/3/2024 14:59:30,17.62
11/3/2024 15:04:30,17.63
11/3/2024 15:09:30,17.64
11/3/2024 15:14:30,17.66
11/3/2024 15:19:30,17.66
11/3/2024 15:24:30,17.67
11/3/2024 15:29:30,17.67
11/3/2024 15:34:30,17.68
11/3/2024 15:39:30,17.69
11/3/2024 15:44:30,17.7
11/3/2024 15:49:30,17.71
11/3/2024 15:54:30,17.72
11/3/2024 15:59:30,17.73
11/3/2024 16:04:30,17.73
11/3/2024 16:09:30,17.73
11/3/2024 16:14:30,17.73
11/3/2024 16:19:30,17.73
11/3/2024 16:24:30,17.73
11/3/2024 16:29:30,17.73
11/3/2024 16:34:30,17.73
11/3/2024 16:39:30,17.73
11/3/2024 16:44:30,17.73
11/3/2024 16:54:30,17.72
11/3/2024 16:59:30,17.72
11/3/2024 17:04:30,17.71
11/3/2024 17:09:30,17.72
11/3/2024 17:14:30,17.71
11/3/2024 17:19:30,17.7
11/3/2024 17:24:30,17.7
11/3/2024 17:29:30,17.69
11/3/2024 17:34:30,17.69
11/3/2024 17:39:30,17.7
11/3/2024 17:44:30,17.69
11/3/2024 17:49:30,17.69
11/3/2024 17:54:30,17.68
11/3/2024 17:59:30,17.68
11/3/2024 18:04:30,17.67
11/3/2024 18:09:30,17.66
11/3/2024 18:14:30,17.65
11/3/2024 18:19:30,17.64
11/3/2024 18:24:30,17.63
11/3/2024 18:29:30,17.62
11/3/2024 18:34:30,17.62
11/3/2024 18:39:30,17.61
11/3/2024 18:44:30,17.6
11/3/2024 18:49:30,17.59
11/3/2024 18:54:30,17.57
11/3/2024 18:59:30,17.55
11/3/2024 19:04:30,17.54
11/3/2024 19:09:30,17.52
11/3/2024 19:14:30,17.51
11/3/2024 19:19:30,17.49
11/3/2024 19:24:30,17.48
11/3/2024 19:29:30,17.47
11/3/2024 19:34:30,17.44
